text,vote,label
"mr. chairman , the federal budget should be a statement of our country 's values . 
it should reflect the priorities of the american people : good jobs , safe communities , quality education , and access to health care . 
the republican budget , h. con . 
res. 95 , is not aligned with these priorities ; and i , therefore , rise in opposition to its passage . 
like president bush 's budget proposal , the republican budget calls for sweeping cuts in mandatory and non-defense discretionary spending that could harm the effectiveness of vital federal programs . 
perhaps in an effort to obfuscate the truth , house republicans fail to provide the specificity the president does in his budget , so we are left to wonder which programs may get slashed or eliminated . 
but we do know this : the republican budget resolution instructs various house committees to make almost $ 69 billion in cuts to mandatory spending programs . 
the energy and commerce committee , for example , would be forced to find $ 20 billion in savings over five years . 
all indications are that medicaid , which provides health coverage for more than 52 million low-income americans , will take the brunt of the cuts . 
the proposed budget will also cut veterans ' health care by $ 14 billion , education programs by $ 2.5 billion and clean water programs by $ 700 million . 
it will slash economic development programs by $ 1.5 billion , possibly leading to the elimination of the extraordinarily successful community development block grant ( cdbg ) program . 
the cdbg provides federal funding for locally-identified projects , like affordable housing , economic redevelopment , roads and public libraries . 
the republican budget , in fact , neither adequately funds our national priorities , nor does it offer a strategy for achieving fiscal discipline . 
the resolution calls for a $ 376 billion deficit in fy 2006 , but the deficit is worse than it appears . 
in calculating the deficit , house republicans use surpluses in the social security trust funds to offset spending on other programs . 
if the social security surpluses are not counted , the projected deficit for fy 2006 would be $ 564.5 billion . 
democrats , on the other hand , will be offering an alternative proposal today that reflects the priorities of the american people . 
the democratic budget provides $ 4.5 billion more for education and training programs , $ 1.6 billion more for veterans programs , $ 2 billion more for community and regional development and $ 1.1 billion more for law enforcement and justice programs . 
it does all this while instituting a plan to balance the budget by 2012 and protecting medicaid and social security . 
mr. chairman , it is clear that the republicans have chosen to neglect the needs of the many in order to maintain and extend tax cuts for the elite few ; it is clear where their priorities lie . 
i urge my colleagues to align their priorities with those of the american people , and vote against the republican budget resolution and for the democratic alternative .",Nay,0
"mr. chairman , i thank the gentleman for yielding me this time . 
i agree with the statements made by my colleague from montana , and i thank him for the leadership he has shown on this issue . 
our amendment is very simple . 
it would allow country-of-origin labeling , better known as cool , which was approved by a majority of this house in the last farm bill , to go forward this next year . 
we have got to stop yet another backdoor attempt to halt country-of-origin food labeling rules . 
consumers deserve to know where their meat is produced and that it is safe , and farmers and ranchers deserve the fair deal provided by open and honest labeling . 
the gentleman from montana is up here today for the same reason i am . 
like me , he represents an agricultural district and country-of-origin labeling is something that our farmers want . 
that is why country-of-origin labeling enjoys such broad support in the agriculture community . 
our amendment is supported by the national farmers union and over 120 other organizations . 
over the last few days , i have received letters of encouragement from many oregon farmers thanking me for helping to bring this amendment forward . 
our farms grow the best produce and raise the best livestock in the world , and american consumers know this . 
studies have shown that americans want to buy american commodities and are even willing to pay a premium to do so . 
our nation 's farmers and ranchers produce the best and safest commodities in the world and consumers deserve the chance to know where their food is born , raised , and processed . 
country-of-origin labeling provides u.s. agriculture producers the opportunity to promote their excellent products . 
the labeling law does not violate international trade agreements , would not drastically increase producer and consumer costs , does not require third-party documentation for trace-back or disadvantage any commodity . 
thirty-five other countries require country-of-origin labeling , and cool has already gone into effect for fish and shellfish . 
labeling products is simply a promotional tool for u.s. producers and an information source for consumers . 
for these reasons , we had country-of-origin labeling provisions added to the last farm bill . 
country-of-origin labeling has been delayed for several years and has been studied to death . 
this provision in the agriculture appropriations bill continues that trend . 
country-of-origin labeling is good for american farmers and good for american consumers . 
i encourage my colleagues on both sides of the aisle to stand up for their constituents and vote for the rehberg/hooley amendment .",Nay,0
"mr. chairman , i thank the gentleman for yielding me this time . 
mr. chairman , this republican budget conclusively demonstrates one thing : that when it comes to audacity , our friends on the other side of the aisle have an unlimited supply . 
yesterday republican leaders , including the gentleman from texas ( mr. delay ) xz4001040 , majority leader ; and the gentleman from california ( mr. dreier ) xz4001150 , chairman of the committee on rules , claimed on this floor that the policies adopted by the republican party last year reduced last year 's budget deficit by $ 109 billion . 
what an extraordinary lewis carroll `` alice in wonderland '' representation . 
you incurred over $ 350 billion of deficit , as you well know . 
the only thing you reduced was the inflated figure the white house came with at the beginning of the year . 
a figure that , by the way , was supposed to be zero , as i recall , the 2001 budget . 
on the republican party 's watch , the federal government recorded the worst budget deficit in american history , $ 412 billion in fiscal year 2004 . 
four hundred and twelve billion dollars of deficit spending , and that is counting using every nickel of social security , which you said you were not going to do , which the president said you were not going to do . 
and you had a `` lockbox. '' it is a sieve box . 
our republican friends , it appears , are the only people who believe that a $ 412 billion deficit is something to brag about . 
for years they have preened as fiscal conservatives , but in less than 48 months they have turned the projected 10-year budget surplus , a $ 5.6 trillion surplus that they were handed , that president bush from this rostrum said we had as a result of the 8 years of the clinton administration , $ 5.6 trillion , into a deficit today in 48 months . 
i will put up 8. forty-eight months , we ought to be ashamed of that . 
we ought to be ashamed to tell our children that that is what we have done to them . 
we ought to be ashamed to tell our grandchildren , of which i have three , that that is what we have done to them and their generation . 
we have added more than $ 2.2 trillion to the national debt in 48 months . 
the entire debt of the united states of america from 1789 to 1981 , when i came to congress , was $ 985 billion , cumulative debt . 
from 1789 to 1981 , $ 985 billion . 
last year we raised the debt $ 984 billion in one year . 
that is the height of fiscal irresponsibility , and i suggest it is also a fiscally immoral act and is the abuse of our children and grandchildren and generations yet to come , who in their time will face a challenge perhaps like the democratic budget that the gentleman from south carolina ( mr. spratt ) xz4003860 offers has balance by 2012 . 
it has the paygo system , which mr. greenspan is for , but you are not for because you do not want to pay . 
you talk about cutting taxes or raising taxes , but what you are really saying is you do not want to pay for what you are buying . 
and you buy because all the spending that we have incurred is in your budgets . 
all of the spending is in budgets . 
we can not control the budgets . 
so all of the spending , but there is very little of the pain . 
that is fiscally irresponsible . 
i would like to see who is going to vote for the bankruptcy bill when it comes on the floor that want responsible borrowers . 
i will vote for the spratt alternative because it is a responsible alternative , and i will enthusiastically and proudly and morally vote against the republican alternative .",Nay,0
"mr. chairman , will the gentleman yield for a question ?",Nay,0
"mr. chairman , i just went back to my office after i spoke , and i heard the gentleman speaking just now . 
and he talked about waste , fraud and abuse . 
and my question to the gentleman is , you have been through the budget hearings . 
why do you suppose it is that the bush administration over the last 50 months has not rooted out that waste , fraud , and abuse ?",Nay,0
"mr. chairman , if the gentleman will yield further , that occurred to me as well . 
i thank the gentleman for his response .",Nay,0
"mr. speaker , i am sorry that the gentleman from indiana ( mr. pence ) xz4003150 left the floor . 
the majority party neither funds the appropriate priorities in this bill nor meets its responsibilities for fiscal sound management of the federal government . 
it has taken this nation $ 3 trillion into additional debt in the last 56 , 58 months . 
during the last 4 years of the clinton administration , we did not have to increase the debt once , not once . 
mr. speaker , this appropriations conference report betrays our nation 's values and its future . 
it is neither compassionate , conservative nor wise , and i will vote against it . 
our colleagues on the other side of the aisle , including my republican friends on the labor health committee , claim that there is little they can do to improve the funding levels in this key domestic program . 
they say that they have no options , no alternative , that they are only complying with the funding levels dictated by the republican budget resolution , a resolution which results in an additional almost trillion dollars in additional debt . 
but let me remind them , you voted for that budget resolution and you can not have it both ways . 
you can not vote for draconian cuts in april and disclaim responsibility when those cuts are enacted in november . 
at a time when we should be striving to make american schools and american students the best and the most competitive in the world , this bill insures that our nation falls further and further behind . 
unconscionably , this conference report cuts the federal investment in education below current levels by $ 59 million , for the first time in a decade . 
and it cuts funding for no child left behind by $ 784 million , 3.2 percent cut , below the current level . 
this means that we have now reached a $ 40 billion cumulative shortfall below the amount we promised our children when president bush signed this bill into law . 
we do nothing in this bill to make higher education more accessible . 
in my state , and i am sure in the chairman 's state , and the chairman i do not criticize . 
he is given what he is given and he does the best he can . 
but in my state , costs have gone up for college kids and their families . 
despite the president 's 2000 campaign promise to increase the maximum pell grant to $ 5 , 100 , despite that promise , this bill freezes the maximum pell grant at over 25 percent below that , at $ 4 , 050 . 
for the fourth year in a row , that promise has been broken , while tuition and fees have increased 46 percent since 2001 . 
however , the inappropriate funding levels in this conference report should not surprise anyone . 
they are the inevitable consequence , and i am glad my friend from indiana has returned , because the budget deficits confronting this nation and the underfunding of priorities in this nation are the inevitable consequence of the fiscal policies of the republican majority and this administration , policies that starve the government resources . 
so let everyone here and everyone watching at home understand , the funding levels contained in this conference report are the direct consequence of the republican party 's failed economic policies that have spawned record budget deficits . 
why ? 
because the next bill that is coming down the line will cut taxes by some $ 70 billion . 
as the gentleman from alaska ( mr. young ) xz4004401 asked , is it saving money ? 
it is not . 
and those failed policies are the proximate cause of this woefully underfunded and unacceptable conference report . 
when we started on this budget disaster , jim nussle , republican leader of the budget committee said this : `` we do not touch social security . 
it does not touch medicare . 
in fact , this budget accomplishes the largest reduction of the debt held by the public in our history . 
the bill does not change in one way , shape or form . 
and by the end of 10 years , this budget will have eliminated the debt held by the public. '' in fact , it has taken , contrary to mr. nussle 's representations , $ 3 trillion , with a t , additional debt has been accumulated under these budgets . 
all they do is underfund priorities and adopt fiscally irresponsible policies . 
what a shame for america . 
together america can do better .",Nay,0
"mr. speaker , i thank the ranking member for yielding me this time . 
this is not mr. regula 's bill . 
i do not really believe it is mr. lewis ' bill . 
it is the bill that is the result of the fiscal policies we have been pursuing for the last 5 years , however . 
and let us be clear . 
the so-called new and improved labor-hhs bill is virtually identical to the conference report that the house rejected on november 17 in a bipartisan way . 
there is no reason for any member to vote for it today , in my opinion . 
it is just like the flawed first version . 
this conference report betrays our nation 's values and , i think , investment in our future . 
last week , this house majority passed more than $ 94 billion in additional tax cuts , the benefits of which go mostly to the wealthiest in america . 
this week with this bill , we are slashing discretionary spending for education , health care programs , worker training , and assistance to the most vulnerable of americans . 
that is just half of it . 
if the republican leadership gets its way , it will impose an across-the-board cut that nearly doubles the cuts in this bill to some $ 3 billion . 
let no one be mistaken . 
when push comes to shove , this majority without fail puts its friends ahead of our nation 's future . 
i do not refer to the chairman of the committee or the chairman of the subcommittee . 
now , our colleagues on the other side of the aisle can claim there is little they can do to improve the funding levels in this bill , because the fiscal policies they have pursued have put them in a position where we have insufficient funds to fund the priorities of this nation . 
they say they have no options , no alternatives . 
they say they are only complying with funding levels dictated by the republican budget resolution . 
one of my republican predecessors , mr. regula 's republican predecessor , refused to vote for the budget simply for that reason a number of years ago . 
he said , i can not do this bill within the context of the budget that is presented . 
now they want to conveniently ignore the undeniable truth . 
they voted for that budget resolution , which put them in the straits they now find themselves . 
they want to vote for draconian cuts in april and proclaim that they are getting tough on spending and then 8 months later they want to disclaim responsibility when those cuts are enacted . 
the inappropriate funding levels in this conference report are the inevitable consequence of the most irresponsible fiscal policies in the history of our nation that we are pursuing , of policies that have spawned record deficits . 
this administration started with a $ 5.6 trillion surplus . 
it is now confronted with a $ 4 trillion deficit . 
there are no fiscal conservatives on that side of the aisle , i tell my friends , of policies that this republican majority and the administration have enacted to deliberately deprive our government of the resources that it needs and that our people know our country needs . 
finally , mr. speaker , let me say that i am particularly incensed that at a time of record heating costs , the subcommittee defeated mr. obey 's amendment to provide an additional $ 2 billion for the low income home energy assistance program . 
i predict to you today , just as when we rejected funding for the veterans that we said was necessary and their health care , you are going to be back here with a supplemental funding additional energy costs for seniors . 
and , by the way , let me also say mr. obey xz4003000 had an amendment which was going to give to seniors an additional 6 months to make a determination to figure out this incredibly complex prescription drug bill that we have put on their doorstep , and that was rejected unanimously by republicans while it was unanimously supported by democrats . 
the message here , mr. speaker , is unmistakable and sad . 
while the wealthy have money to burn , the poor get to shiver in silence . 
i simply do not understand why the majority refused to adopt a second amendment , as i said , to extend time for seniors . 
we all know the reality . 
the republican prescription drug plan is so complicated and confusing that millions of seniors need and deserve more time to weigh their options . 
i urge my colleagues to vote against their conference report . 
i regrettably say that , but i think the failures contained in it compel that conclusion .",Nay,0
"madam chairman , i thank the chairman for yielding time . 
i very much appreciate his service on the bill that he has produced , and i support this bill , and i appreciate his efforts and the efforts of the gentleman from washington ( mr. dicks ) xz4001090 , the ranking member , and the staff on the committee . 
however , there is a part of this bill that the country needs to be aware about . 
all across america we are confronted with skyrocketing energy prices , whether at the gasoline pump or our utilities at home or the manufacturing sector or the feedstock to produce fertilizer ( which , therefore , affects agriculture ) . 
what is the connection between that and this bill ? 
this bill has language in it that perpetuates more than 30 years of misguided policy . 
it has provisions that continue a ban on drilling in most of the outercontinental shelf , offshore drilling that could be occurring in the united states of america . 
and 60 percent of america 's oil reserves are in that outercontinental shelf . 
forty percent of our natural gas reserves are in that outercontinental shelf . 
yet , for more than 30 years this congress , each year , has perpetuated a ban on drilling in most of those areas . 
what is the consequence of that ? 
it is the high prices . 
the consequence is the high prices we are experiencing . 
the result is that each year america is spending $ 179 billion to buy foreign oil and bring it to the united states of america . 
rounded off , it is $ 180 billion , that we could be using to produce energy safely , in an environmentally friendly and clean fashion here in the united states . 
but because of language that this congress has put into this bill for over 30 years , we are not doing that . 
right now , almost 60 percent of the oil and gas that we consume in the united states is imported . 
we need to fix that . 
we will have several amendments to address this that are offered on this bill . 
we will probably hear from people saying , oh , my goodness , we can not do that ; we have got to protect the environment . 
but we can do it by protecting the environment . 
the offshore drilling that does occur right now in the united states produces a fourth of the oil and gas that we have in the u.s. what is their environmental record ? 
the amount of oil that is spilled is \1/1 , 000\ of 1 percent . 
that is all -- because we have made so many advances in environmentally friendly methods to handle this drilling . 
that means we are using methods that are 99.999 percent safe and friendly to the environment . 
we need to revisit those provisions that limit offshore drilling , and i hope we will do that today .",Yea,1
"mr. speaker , i know the subcommittee chairman , the ranking member , and the majority and minority staff , did the best they could under the circumstances . 
but i think cutting title vii health professions by 69 percent , eliminating some title vii programs entirely , is draconian and unconscionable . 
since i started serving on this subcommittee almost 7 years ago , i have fought to end disparities , disparities in employment , disparities in education , disparities in health . 
and health disparities are real . 
if one is black in this country , their life expectancy is 66 years . 
if one is white in this country , it is 74 years . 
infant mortality is twice as high for african american babies as it is for white babies . 
fortunately , institutions like the institute of medicine of the national academy of sciences have laid out a framework on how to end these disparities . 
one of the recommendations of the iom was to increase the number of minority health professions . 
this mark does exactly the opposite , cutting health professions by almost $ 200 million . 
mr. speaker , in the centers of excellence program , this cut will eliminate 30 programs at minority serving institutions , negatively impacting approximately 1 , 000 under-represented minority students and almost 180 under-represented faculty at these schools . 
in the faculty loan repayment program , approximately 40 under-represented staff persons will lose their jobs . 
in the health careers opportunity program , 7 , 000 minority disadvantaged students will be negatively impacted and 3 , 000 k through 12 students will be negatively impacted . 
mr. speaker , this assault on minority serving programs is unjustified and overtly irresponsible . 
i think that a society says a lot about the way it treats its most vulnerable of its citizens . 
i believe that we live in a united states and , like a chain , we are only as strong as our weakest link . 
by leaving some of our citizens behind , we prove that we are not strong and compassionate but weak and uncaring . 
i keep hearing members of this body say , jessie , this is a tight budget year . 
mr. speaker , this is a tight year . 
it was not created by immaculate conception . 
some of us voted to make it a tight budget year . 
some of us voted to approve the budget resolution . 
saying it is going to be a tough budget year is like a farmer saying he is going to have a bad harvest because he did not plant any seeds . 
mr. speaker , when congress approved this budget resolution , we did not plant any seeds and nothing will grow this year , not because of a natural disaster like a drought , but because of our own making in this congress . 
shame on us . 
the chairman and the subcommittee did the best they could , but this is a terrible mark , and i urge a `` no '' on this bill .",Nay,0
"mr. chairman , i thank the distinguished ranking member for the time . 
i thank the chairman for yielding the additional time , and i do rise as well to thank the ranking member for a very creative , a very important statement on the alternative budget offered by the democrats , and i look forward to supporting that vision that really helps to balance the budget and bring us back on line and also keep us in line with social security , which i will discuss , does more for education , and of course we do not forget the veterans . 
just as an anecdotal story , we were in the committee on the judiciary earlier today looking at the bankruptcy bill , and there were several amendments that had to do with veterans ' catastrophic health conditions , and unfortunately , in the bankruptcy bill markup we did not succeed in supporting veterans , those of us who supported that , particularly democrats . 
so i rise to as well support the democratic alternative over the republican budget -- because both the cbc budget and the democratic budget supports people . 
i want to spend some time on the congressional black caucus budget and really focus on why this is so very important , what it means for us to rise on the floor of the house and to argue a certain focus , and i thank the gentleman from north carolina ( mr. watt ) xz4004240 for leading us in this direction and , of course , the gentleman from virginia ( mr. scott ) xz4003632 , who will offer this amendment tomorrow . 
let me start out by saying something that i am not making up , but let me just hold up a sheet of paper that shows that the president 's mark , the administration 's mark , his first thought was to cut $ 60 billion out of medicaid . 
there is some plussing up , $ 15 billion , and so someone said there is a net of $ 44 billion in cuts because we have got a little increase , but let me just say the intent of the administration was to cut $ 60 billion out of medicaid . 
that goes to the very heart of health care for the uninsured , the disabled , those in nursing homes , and we are to pass a budget with that kind of insult , if you will , to the needs of americans around this nation ? 
in addition , the budget that was offered cut the community block grants $ 1.5 billion , and here is where the congressional black caucus budget comes into play . 
we understand the need to protect the troops . 
we have provided dollars for armor . 
in fact , mr. chairman , we have provided some $ 6.7 billion , or $ 75 million for body armor , $ 10 million for ammunition for the marine corps and small arms for army , $ 1 billion for building maintenance and $ 5 million for studying instances of waste , but at the same time we provide $ 1.12 billion back into the community block grant program which helped to reinvest in our local communities and helped to provide for affordable housing . 
we believe in investing in america . 
the community is the most important element of this budget process , the rural community , the urban community , and that is what the congressional black caucus does . 
so we restore the medicaid funds . 
we ensure that in restoring those community block grant funds we answer the question . 
in the president 's budget , child care funding , losses in purchasing power , billions of constant dollars , we will see in that budget the inability , up to 2010 , to be able to provide real child care for those who need it , and if there is anything that i get asked about when i go home , it is the parents , single parents and young parents , with low income who can not afford to provide child care , and as we can see the purchasing power will go down , down , down up to 2010 , and we will not have the ability to purchase child care in america for those who actually need it . 
so the congressional black caucus recognizes that and provides that funding . 
in addition we also , if you will , take care of social security . 
in the president 's mark , there is a mention of a social security transition cost , but there is no accounting for it . 
there is no money for it . 
so the congressional black caucus budget takes into account affordable housing , medicaid , the needs of our troops , investment in security and as well a provision for the border patrol agents and the customs agents . 
it is a comprehensive budget . 
it is a budget that should be passed . 
the congressional black caucus budget is a budget for all of us to support . 
mr. chairman , i rise today being very disturbed with the direction that the republican proposed budget and this administration is taking our great nation . 
the prime reason for my concern is the national budget which stands before this body today . 
the nussle budget clearly does not improve upon the severely flawed bush administration budget . 
the needs of average americans are still ignored . 
the interests of a wealthy few outweigh the needs of an entire nation in this budget . 
i say this not out of partisanship , but from a statement of the facts . 
i want to highlight a few areas in this budget that are particularly egregious . 
this president and the majority party in this body have spent so much time talking about their record on education and as hard as i try i can not see what they have to be proud of . 
it is one thing to address areas of critical need with rhetoric , but to advocate a policy and then not fund it sufficiently is plain irresponsible . 
this budget eliminates 48 education programs that receive $ 4.3 billion this year . 
these eliminations include wiping out $ 1.3 billion for all vocational education programs , our brave american veterans are another group who were outraged by the president 's budget and will unfortunately be disappointed with the republican house budget . 
i hear so much in this body from the majority party about the greatness of our armed forces , and their right , but again its just empty rhetoric on their part . 
those brave men and women fighting on the front lines in our war against terror will come back home and find that the republican party looks at them differently once they become veterans . 
almost all veterans need some form of health care , some will need drastic care for the rest of their lives because of the sacrifice they made in war , but the republican budget continues to turn a blind eye to their needs . 
the fact is that $ 3.2 billion more than the current budget proposal is needed just to maintain the current level of health care programs for veterans . 
the entire department of veterans affairs is going to suffer because of the republican agenda . 
i have heard from veterans groups throughout my district in houston and i am sure each member of this body has heard from groups in their own district because veterans are one group that come from all parts of this nation . 
these brave veterans have told me their stories of how they are suffering now with the current state of veterans affairs , i am going to have trouble telling them that not only will things continue to stay bad but if this budget passes this body things will only continue to get worse . 
that is not what our returning soldiers from iraq and afghanistan should have to look forward to , a future where their needs are not only unprovided for , but are in fact ignored . 
education and veterans affairs are not the only two areas where republican budget fails americans . 
the truth is there are many other programs and services vital to our nation that are at risk because of the republican agenda . 
at this point , an average american may be asking why the republican leadership finds it necessary to cut so many fundamental programs . 
the answer is simple , yet disturbing ; the majority is cutting important programs in order to finance all their irresponsible tax cuts . 
they will continue to make the argument that tax cuts provide stimulus for our economy , but millions of unemployed americans will tell you otherwise . 
in fact the congressional budget office itself said `` tax legislation will probably have a net negative effect on saving , investment , and capital accumulation over the next 10 years. '' while the republican leadership continues its offensive for irresponsible tax policies they allow our national deficit to grow increasingly larger . 
when president bush came into office he inherited a budget surplus of $ 236 billion in 2000 . 
now , however , this administration has raided those surpluses and its fiscally irresponsible tax policies have driven the country ever deeper into debt . 
a $ 5.6 trillion ten-year projected surplus for the period 2002-2011 has been converted into a projected deficit for the same period of $ 3.9 trillion -- a reversal of $ 9.5 trillion . 
much like the president 's budget , the resolution before us omits the longer-term costs of either the war in iraq or fixing the amt , yet still tries to make claims of reducing the deficit . 
it 's clear this body was made to stand for the will of all americans ; if we allow this budget proposal to take effect we will have failed our mandate . 
i for one will not stand by silently ; i have a duty to my constituents and indeed to all americans to work for their well being and i will continue to honor that duty .",Nay,0
"mr. chairman , it is very interesting listening to my colleagues make a presentation on their budget . 
and i would ask them really the real question , this is not about what congress would do . 
this is about the needs of the american people . 
it is interesting that if there was a serious intent about a budget that really was fair and did not burden the children of the future , we would not be adopting both the gentleman from iowa 's budget and the gentleman from texas ' budget , $ 1.5 trillion in new tax cuts over the next 10 years as proposed by the president and taking every single penny from social security . 
the budget that is on the floor right now does nothing to close the disparities between african americans , hispanics and others less fortunate than others in the united states of america . 
the congressional black caucus budget , fair , balanced , closing the deficit , protecting our troops , but it understands protecting medicaid and education funds and health care funds and homeland security . 
the budget that is on the floor today now supports a trillion dollars plus in tax cuts and does nothing for catastrophic possibilities that may happen , such as a terrorist attack . 
this is the wrong direction to go . 
the congressional black caucus closes the disparities and supports the investment in the american people .",Nay,0
"mr. chairman , happy birthday to my colleague . 
let me resoundingly support the congressional black caucus ' budget , and let me ask my colleagues what better budget to have than the one that saves $ 27.5 billion more in interest than the republican budget ? 
i can not imagine that my good friend on the floor of the house would not welcome the opportunity of putting that interest into the needs of the american people . 
we need affordable housing . 
we can go to any city , any rural community , and not see people standing in line to access affordable housing . 
section 8 vouchers , which allows affordable housing for families of four and five and six hard-working americans , there are 25 , 000 people on the list in houston , texas alone . 
millions of people are still on the list because they do not have affordable housing . 
finally i congratulate the gentleman from virginia ( mr. scott ) xz4003641 and the gentleman from north carolina ( mr. watt ) xz4004240 on this budget because it also invests in homeland security . 
with all of the talk of the republican budget , they do not fund immigration and customs officers . 
they do not fund border patrol officers to secure our borders and provide for internal security . 
the cbc budget does . 
the cbc budget puts $ 150 million in for border and customs needs . 
this is a strong budget for the american people . 
vote for the congressional black caucus budget . 
save $ 27.5 billion in interest . 
i think you will like that in your pocket and in your savings account ! 
mr. chairman , i rise today to offer another choice to those americans who are disheartened by the current budget proposal being offered by this republican congress . 
today , we offer them the choice of accepting the congressional black caucus 's , cbc , alternative budget . 
truly , it is the budget of hope and compromise ; it is the budget that closes the disparities in america 's communities . 
the cbc alternative budget provides both social and economic equality for americans , instead of allowing the richest americans to pay fewer taxes at the expense of vital programs needed by lower and middle class americans . 
surely , this administration and the republican leadership in congress will pay lip service to the needs of these americans , but this budget does more . 
it demonstrates in writing that under our current budgetary situation it is possible to maintain necessary social programs while practicing true fiscal responsibility . 
the cbc alternative budget is particularly strong in its support of educational programs , the greatest key we possess to close disparities in our society . 
this administration and the majority in this congress promised to leave no child behind , but clearly they have reneged on their promise . 
the republican budget eliminates 48 education programs that receive $ 4.3 billion this year . 
these eliminations include wiping out $ 1.3 billion for all vocational education programs , $ 522 million for all education technology programs , and $ 29 million for all civic education programs . 
the republican budget eliminates other large programs including the even start family literacy program , $ 225 million , and state grants for safe and drug-free schools and communities , $ 437 million . 
in fact , the president 's budget cuts 2006 funding the cbc alternative budget in stark contrast provides a much needed boost of $ 23.9 billion to education and training , including $ 2.5 billion for school construction . 
the cbc alternative fully funds the fiscal year 2006 authorization level for no child left behind , nclb and provides for an expansion of the head start program . 
in addition , the cbc alternative doubles federal funding for historically black colleges and universities and hispanic serving institutions ; again closing the disparities often witnessed in higher education . 
in that regard the cbc alternative increases the pell grant allotment for college students . 
because as we all know , a mind , any mind , is a terrible thing to waste . 
clearly , the cbc alternative emphasizes this ideal more than the republican budget resolution . 
few things are more important to americans than their home and their communities . 
while the president and this republican congress take steps to make it harder for average americans to reach homeownership , the cbc alternative invests heavily in this vital sector . 
it funds home ownership initiatives that help families build real wealth . 
in the city of houston alone we have 25 , 000 people waiting on a list to obtain affordable housing . 
these homes will provide them the stability and equity to build their lives and eventually achieve their own prosperity , we shame ourselves when we deny them the opportunity to do so . 
the cbc alternative also restores $ 1.122 billion for vital community block grants which were gutted in the republican budget resolution . 
without the ability to build up our communities how can we change people 's realities ? 
without community development we allow these disparities to continue unabated . 
the cbc alternative budget does not remove any money from the overall defense and homeland security budget . 
instead , it takes $ 7.7 billion out of the ballistic missile defense program , which has so far proven to be a failure and redirects the money to additional support for the troops in iraq , homeland security needs , and veterans programs and benefits . 
among the items of support for the troops in iraq is $ 75 million of body armor , personal support equipment , and other protective gear for troops , and vehicle armor ; all of which we know the troops are in urgent need of . 
the cbc alternative provides an additional $ 2.05 billion for homeland security including funds for improving rail and port security , which have always been high risk targets for attack . 
this alternative budget provides $ 4.65 billion for veterans funding , so that when our brave men and women return home from fighting the war on terror they will know that their nation is ready and willing to take care of them . 
the cbc alternative also funds the important sector of immigration . 
as the ranking member of the subcommittee on immigration , border security , and claims i worked with the cbc to get funding for $ 150 million for immigration and customs enforcement , ice , agents and border patrol agents , truly we are undermanned in this vital sector . 
in addition , as a member of the house science committee i worked with the cbc to fund an additional $ 500 million for general science , space , and development and support the research and development efforts of nasa , the national science foundation , nsf , the national institute of standards and technologies , nist , and the department of energy . 
in addition to research and development , the cbc alternative also supports additional this cbc alternative budget is proof positive that we can properly fund social programs while still paying down more of the national debt than the republican budget . 
again , i say that this budget represents hope instead of the despair we feel when looking at the republican budget resolution . 
it is a hope for ending the disparities that continue to divide us and keep us to this day from achieving our full potential as a nation .",Nay,0
